Index,ilgili_olmayan_cümleler_sonuc
18418,
18419,"Şeffaf plaklar, dişlerin çevresine tam olarak oturur ve fark edilmesi zordur."
18420,
18421,Şeffaf plakların dışarıdan fark edilmesi zor olduğundan metal diş teli takmak istemeyenler için alternatif bir seçenektir.
18422,
18423,
18424,
18425,Ancak şeffaf plaklar önceden hazırlandığından kontrol süresi bu yöntemlere oranla daha uzun süreleri kapsayabilir.
18426,
18427,
18428,
18429,
18430,Kimler Şeffaf Plak Yaptırabilir?
18431,
18432,
18433,
18434,Şeffaf Plaklar Çıkarılabilir mi?
18435,Şeffaf plaklar belirli sürede kullanılmak koşuluyla çıkarılabilir özelliktedir.
18436,
18437,"Şeffaf plaklar genel olarak günde 20 saat takılır ve yemek yerken, diş fırçalarken çıkarılabilir."
18438,Bazı planlamalara göre ise uyku sırasında takılmak üzere yalnızca 10 saat süren gece kullanımını içerir.
18439,
18440,
18441,Tedavi Sonrası Nelere Dikkat Edilir?
18442,
18443,"Tedavi sonrasındaki süreç, dişlerin yeni yapılanmasının korunması açısından önemlidir."
18444,
18445,
18446,Şeffaf Plak Tedavisinin Komplikasyonları Var mıdır?
18447,
18448,"Olası komplikasyonlardan bazıları şu şekilde sıralanabilir:  Rahatsızlık hissi: Tedavinin ilk zamanlarında ağızda yabancı bir madde olduğu için konuşma, yutkunma ve genel rahatsızlık hissi görülebilir."
18449,
18450,
18451,Bakım zorluğu: Şeffaf plakların düzenli olarak değişmesi ve temizlenmesi gerekir.
18452,
18453,"Plakların hasarlanması: Şeffaf plaklar çıkarılma, temizleme sırasında kırılabilir veya hasar görebilir."
18454,
18455,Diğer yan etkiler: Şeffaf plaklar bazı kişilerde uyum göstermeyebilir ve yan etkilere sebep olabilir.
18456,"Bunlar arasında tükürük salgısında artış, baş ağrısı ya da çene ağrısı yer alabilir."
18457,Şeffaf Plak Fiyatları Şeffaf plak fiyatları birden fazla faktöre bağlı olarak değişkenlik gösterebilir.
18458,
18459,
18460,
18461,
18462,Tüm bu bahsedilen faktörler şeffaf plak fiyatlarına etki edebilir ve net bir fiyat bilgisi vermek mümkün değildir.
18463,
18464,
18465,
18466,"Bunlardan öne çıkanları, metal diş telleri veya braketlerin aksine daha konforlu ve estetik bir görünüm sunması olabilir."
18467,Tedavi süresinin daha kısa olması ve günün belirli saatlerinde çıkarılması ise sunduğu diğer avantajlar arasında yer alabilir.
18468,
18469,Şeffaf plaklar kişiye özel ölçülerle ve 3 boyutlu cihazlar kullanılarak hazırlanır.
18470,
18471,
18472,
18473,"Şeffaf plaklar, dişlerin çevresine tam olarak oturur ve fark edilmesi zordur."
18474,
18475,
18476,
18477,
18478,
18479,
18480,
18481,Şeffaf plaklar belirli sürede kullanılmak koşuluyla çıkarılabilir özelliktedir.
18482,
18483,"Şeffaf plaklar genel olarak günde 20 saat takılır ve yemek yerken, diş fırçalarken çıkarılabilir."
18484,Bazı planlamalara göre ise uyku sırasında takılmak üzere yalnızca 10 saat süren gece kullanımını içerir.
18485,
18486,
18487,
18488,"Tedavi sonrasındaki süreç, dişlerin yeni yapılanmasının korunması açısından önemlidir."
18489,
18490,
18491,
18492,Olası komplikasyonlardan bazıları şu şekilde sıralanabilir: Şeffaf plak fiyatları birden fazla faktöre bağlı olarak değişkenlik gösterebilir.
18493,
18494,
18495,
18496,
18497,Tüm bu bahsedilen faktörler şeffaf plak fiyatlarına etki edebilir ve net bir fiyat bilgisi vermek mümkün değildir.
18498,
18499,
18500,"Antep fıstığı, Antik Roma ve Yunan dönemlerinde bile tüketilen bir gıda olarak bilinir."
18501,"Orta Doğu ve Akdeniz'de binlerce yıldır yetiştirilen bir bitki olan antep fıstığı, bu bölgelerde yerel mutfağın önemli bir parçasıdır."
18502,
18503,03 mg Çinko: 2.34 mg Vitamin B1 (Tiamin): 0.695 mg Vitamin B6: 1
18504,Antep fıstığı sahip olduğu zengin içeriği ile yüzyıllardır faydaları ön plana çıkan bir kuruyemiştir.
18505,
18506,"Protein ve Lif Kaynağı: Antep fıstığı, protein ve lif açısından zengin bir atıştırmalıktır."
18507,
18508,
18509,"Antioksidanlar: Antep fıstığı, antioksidanlar açısından zengin olduğu için vücudu serbest radikallerin zararlı etkilerinden korumaya ve yaşlanma sürecini yavaşlatmaya yardımcı olur."
18510,"Kolesterol Düzeylerini İyileştirme: Araştırmalar, antep fıstığının düzenli tüketiminin LDL (kötü kolesterol) seviyelerini düşürebileceğini ve HDL (iyi kolesterol) seviyelerini artırabileceğini gösterir."
18511,
18512,
18513,"Kilo Kontrolü: Ölçülü bir şekilde tüketildiğinde, antep fıstığı tokluk hissini artırabilir ve atıştırmalık ihtiyacını azaltabilir, bu da kilo kontrolüne yardımcı olabilir."
18514,Antep Fıstığının İçerdiği Vitamin ve Mineraller Nelerdir?
18515,
18516,
18517,
18518,
18519,
18520,
18521,"Doymamış Yağlar: Antep fıstığı, özellikle tekli doymamış yağ asitleri olan oleik asit açısından zengindir."
18522,
18523,
18524,"Protein: Antep fıstığı, bitkisel kaynaklı protein açısından zengindir, özellikle vejetaryenler için protein alımını artırabilir."
18525,"Antep fıstığı ayrıca antioksidanlar, karotenoidler (örneğin lutein ve zeaksantin) ve bitkisel steroller gibi biyoaktif bileşenler de içerir."
18526,"Bu bileşenler, vücudu serbest radikallerin zararlı etkilerinden koruyabilir."
18527,Antep Fıstığının Çeşitleri Nelerdir?
18528,"Kara Antep Fıstığı: Türkiye'nin Güneydoğu bölgesinde yetişen kara antep fıstığı, kabuğu koyu mor-siyah renkte olan lezzetli ve besleyici bir antep fıstığıdır."
18529,"Yeşil Kabuklu Antep Fıstığı: İran’ın özellikle Rafsanjan bölgesinde yetişen bu antep fıstığı çeşidi, yeşil renkteki kabuğu ile tanınır."
18530,"Yabani Antep Fıstığı: Yabani antep fıstığı, diğer antep fıstığı türlerinden daha küçük ve vahşi koşullarda yetişen bir çeşittir."
18531,"Orta Doğu ve Asya'nın bazı bölgelerinde bulunur, daha yoğun ve sert bir kabuğa sahip olabilir."
18532,"Akpınar Antep Fıstığı: Türkiye'nin Akpınar bölgesinde yetiştirilen bu çeşit, özellikle Gaziantep mutfağında kullanılır, ince kabuklu ve tatlı bir lezzete sahiptir."
18533,"Kerman Antep Fıstığı: İran'ın Kerman bölgesinde yetişen bu antep fıstığı çeşidi, dünyaca ünlüdür."
18534,Kabuğu genellikle açık renkte ve kabuğun içindeki antep fıstığı oldukça büyük ve lezzetlidir.
18535,"Kaliforniya Antep Fıstığı: Amerika Birleşik Devletleri'nin Kaliforniya eyaletinde yetiştirilen bu çeşit, dünya pazarlarında yaygın olarak bulunur."
18536,"Kabukları genellikle açık renktedir, antep fıstığı içi lezzetli ve besleyicidir."
18537,"Girit Antep Fıstığı: Yunanistan'ın Girit Adası'nda yetişen bu çeşit, özellikle Yunan mutfağında tatlı ve yemeklerde kullanılır."
18538,Antep Fıstığı Nasıl Tüketilmeli?
18539,
18540,"Atıştırmalık Olarak: Antep fıstığı genellikle kabukları çıkarılmış ve tuzlanmış, doğal haliyle tüketilir."
18541,"Özellikle iş yerinde, seyahat sırasında veya ara öğünlerde atıştırmalık olarak tercih edilir."
18542,"Salatalarda: Antep fıstığı, salatalara lezzet ve çıtırlık katmak için kullanılabilir, özellikle yeşil salatalar, mevsim sebzeleri ve yeşilliklerle harika bir uyum sağlar."
18543,"Yemeklerde: Antep fıstığı, birçok yemekte lezzet artırıcı olarak kullanılabilir, örneğin, pilav, tavuk, kuzu veya balık yemeklerine katılır."
18544,"Tatlılar ve Pastalar: Antep fıstığı; baklava, kadayıf, dondurmalar ve kurabiyeler gibi tatlılarda ve pastalarda yaygın olarak kullanılır."
18545,"Soslar ve Pestolar: Antep fıstığı, pesto soslarında veya özel soslar ve marinatlar yapmak için kullanılabilir."
18546,
18547,Çorba Üzerine: Özellikle Orta Doğu mutfağına ait bazı çorbaların üzerine antep fıstığı serpilerek servis edilir.
18548,Antep Fıstığı Hakkında Sık Sorulan Sorular Antep Fıstığı Kilo Aldırır Mı?
18549,
18550,"Ama dengeli bir şekilde tüketildiğinde ve porsiyon kontrolüne dikkat edildiğinde, antep fıstığı kilo artışına neden olmaz, hatta kilo kontrolünü destekleyebilir."
18551,"Çünkü içerdiği protein, lif ve faydalı yağlar tokluk hissini destekler ve acıktırmaz."
18552,Ayrıca yüksek besin değeri ve faydaları nedeniyle dengeli bir diyetin parçası olarak tüketilebilir.
18553,
18554,Antep Fıstığı Nasıl Bir Bitkidir?
18555,"Bitki Türü: Antep fıstığı, Pistacia cinsine aittir ve sıklıkla yetiştirilen, tüketilen türü Pistacia vera'dır."
18556,"Bitki Özellikleri: Antep fıstığı ağacı, yaprak dökmeyen (herdem yeşil) bir ağaçtır, sıcak ve kuru iklimlerde yetişir."
18557,Antep fıstığı ağacının yaprakları sivri uçlu ve parlak yeşildir.
18558,"Ağaç, yaz aylarında küçük, açık yeşil renkte çiçekler açar."
18559,
18560,"Meyve ve Tohumlar: Antep fıstığı ağacının meyvesi, sert bir kabukla kaplı olan içi yenilebilir tohumlar içerir."
18561,"Bu iç tohumlar, antep fıstığı olarak adlandırılır ve insanlar tarafından tüketilir."
18562,"Antep fıstığı, ince bir kabuk ile çevrilidir ve bu kabuğu çıkarmak için işlenmesi gerekir."
18563,
18564,"Antep fıstığı, Antik Roma ve Yunan dönemlerinde bile tüketilen bir gıda olarak bilinir."
18565,"Orta Doğu ve Akdeniz'de binlerce yıldır yetiştirilen bir bitki olan antep fıstığı, bu bölgelerde yerel mutfağın önemli bir parçasıdır."
18566,
18567,
18568,
18569,
18570,
18571,"Bu bileşenler, vücudu serbest radikallerin zararlı etkilerinden koruyabilir."
18572,
18573,
18574,"Ama dengeli bir şekilde tüketildiğinde ve porsiyon kontrolüne dikkat edildiğinde, antep fıstığı kilo artışına neden olmaz, hatta kilo kontrolünü destekleyebilir."
18575,"Çünkü içerdiği protein, lif ve faydalı yağlar tokluk hissini destekler ve acıktırmaz."
18576,Ayrıca yüksek besin değeri ve faydaları nedeniyle dengeli bir diyetin parçası olarak tüketilebilir.
18577,
18578,Yara izi vücudun iyileşme sürecinin doğal parçası olarak oluşum gösteren bir yapıdır.
18579,
18580,
18581,Oluşan izler kendiliğinden iyileşme gösterebilir.
18582,İçindekilerYara İzleri Nasıl Oluşur?Yara İzi Nasıl Geçer?Bacaktaki Yara İzleri Nasıl Geçer?Eski Yara İzleri Nasıl Geçer?Yara İzi Oluşumu Önlenebilir Mi?
18583,Yara İzleri Nasıl Oluşur?
18584,Deride bulunan kalın cilt tabakasının (dermis) herhangi bir nedenden dolayı hasar görmesi sonucunda yara izleri oluşur.
18585,Vücut tarafından oluşan hasarın onarılması için yeni kollajen lifleri (vücutta doğal olarak oluşan bir protein) oluşturulur.
18586,Bu durum sonucunda deride yara izi görünümü ortaya çıkar.
18587,Oluşan yaranın tamamen iyileşme göstermesi ile birlikte bölgede iz oluşumu gözlenir.
18588,Çoğu yara izinin dü ve soluk olmasına karşın izler vücutta farklı şekillerde ortaya çıkabilir.
18589,Kabarık bir şekilde ortaya çıkan izlere hipertrofik veya keloid izler denir.
18590,Bu tür izlerin her ikisi de genç ve koyu ten rengine sahip olan bireylerde yaygın olarak oluşum gösterebilir.
18591,Bazı yara izleri çökük veya çukurlu bir görünüme sahip olabilir.
18592,"Bu tür bir yara izi, cildi destekleyen yapıların (örneğin yağ veya kas) hasar görmesi sonucunda ortaya çıkar."
18593,Bununla birlikte bazı ameliyatlar sonucunda sivilce izi benzeri yara izi oluşumu gözlenebilir.
18594,Yara İzi Nasıl Geçer?
18595,
18596,Büyük yara izlerinde izin boyutunu ve şeklini değiştirmek için ameliyat uygulaması yapılabilir.
18597,Uygulanan ameliyat yara izini tamamen ortadan kaldırmasa da görünümünün iyileşmesine destek olabilir.
18598,
18599,Bu nedenle hipertrofik ve keloid skarlarda ameliyat uygulaması önerilmemektedir.
18600,Steroid enjeksiyonlar uygulamak yara izinin kabarık görüntüsünün iyileşmesine destek olabilir.
18601,Uygulanan enjeksiyon sonucunda keloid veya hipertrofik yara izlerinin görünümününde azalma oluşabilir.
18602,
18603,
18604,
18605,
18606,
18607,Bu uygulama ile kabarık veya çökük bir yara izinin görünümü iyileştirilebilir.
18608,Bununla birlikte yüzeysel olan izler için daha az invaziv işlem içeren mikrodermabrazyon uygulaması da yapılabilir.
18609,
18610,Farklı tipte lazerlerin kullanılması ile derinin yüzey katmanları kaldırabilir.
18611,Batık yara izlerini çevredeki cilt seviyesine yükseltmek için dolgu enjeksiyon uygulaması kullanılabilir.
18612,Etkisi kalıcı olmayan bu prosedürlerin düzenli olarak tekrarlanması gerekebilir.
18613,Kollajen üretimini uyarmak ve yara izlerinin görünümünü azaltmaya çalışmak için mikro iğneleme uygulaması yapılabilir.
18614,Bu yöntem ile kollajen uyarıcıları veya diğer ürünleri kullanmak için cilt yüzeyine birçok küçük delik açılabilir.
18615,
18616,Bacaktaki Yara İzleri Nasıl Geçer?
18617,
18618,
18619,
18620,"Uygulanan peeling hasarlı katmanları kaldırarak gözle görülür şekilde daha pürüzsüz, renk ve doku açısından normal görünüme daha yakın bir cilt dokusu oluşumuna destek olur."
18621,
18622,
18623,Uygulanan enjeksiyon sonucunda izler düzleşir ve daha az belirgin hale gelir.
18624,
18625,Bu işlem deneyimli dermatologlar tarafından uygun koşullarda gerçekleştirir.
18626,
18627,"Cilt Aydınlatıcı Kremler: Bu tür topikal uygulamalar, yara iziyle ilişkili hiperpigmentasyonun azaltılmasına yardımcı olur."
18628,Hiperpigmentasyonun azalması sonucunda yara izlerinin görünümünü azalabilir.
18629,Bu tür uygulamalar bacak bölgesinde oluşan iz görünümünü iyileştirmeye katkı sağlayabilir.
18630,Eski Yara İzleri Nasıl Geçer?
18631,
18632,
18633,Bununla birlikte ev ortamında uygulanabilecek olan bazı yöntemler de eski yaraların iyileşmesine yardımcı olabilir.
18634,"Bu yöntemlerden bazıları şu şekildedir:  Aloe Vera Jeli: Aloe vera jeli, yara izlerinin hafiflemesine katkı sağlayan uygulamalardan biridir."
18635,Aloe vera jelinin yara izine sürülmesi iz görüntüsünün iyileşmesine katkıda bulunabilir.
18636,Bal: İltihap önleyici özelliklere sahip olan balın yaraya sürülmesi iz görünümünü iyileştirmeye destek olabilir.
18637,"Hindistan Cevizi Yağı: Hindistan cevizi yağı, egzama da dahil olmak üzere çeşitli cilt rahatsızlıkları olan kişiler için faydalı olabilir."
18638,Hindistan cevizi yağının yara bölgesine uygulanması iz görünümünün iyileşmesine katkı sağlayabilir.
18639,Limon: Limon cildin hiperpigmentasyonunu önlemeye yardımcı olan özelliklere sahiptir bir besindir.
18640,Bu özelliği ile limon yara izlerinin görünümünü iyileştirmeye yardımcı olabilir.
18641,
18642,Yara İzi Oluşumu Önlenebilir Mi?
18643,Uygulanacak olan bazı yöntemler yara izi oluşumunu önleyebilir.
18644,
18645,"Yara iyileşmeye başladığında, etkilenen bölgede yeni derinin büyümesini teşvik etmek için uygun nemlendiriciler kullanmak, Yarayı/kabuğunu koparmaktan kaçınmak, Cilt renginin solmasını önlemek için güneş kremi kullanmak."
18646,Bu tür uygulamalar yara izi oluşmasını önlemeye yardımcı olabilir.
18647,Yara izi vücudun iyileşme sürecinin doğal parçası olarak oluşum gösteren bir yapıdır.
18648,
18649,
18650,Oluşan izler kendiliğinden iyileşme gösterebilir.
18651,
18652,Deride bulunan kalın cilt tabakasının (dermis) herhangi bir nedenden dolayı hasar görmesi sonucunda yara izleri oluşur.
18653,Vücut tarafından oluşan hasarın onarılması için yeni kollajen lifleri (vücutta doğal olarak oluşan bir protein) oluşturulur.
18654,Bu durum sonucunda deride yara izi görünümü ortaya çıkar.
18655,Oluşan yaranın tamamen iyileşme göstermesi ile birlikte bölgede iz oluşumu gözlenir.
18656,Çoğu yara izinin dü ve soluk olmasına karşın izler vücutta farklı şekillerde ortaya çıkabilir.
18657,Kabarık bir şekilde ortaya çıkan izlere hipertrofik veya keloid izler denir.
18658,Bu tür izlerin her ikisi de genç ve koyu ten rengine sahip olan bireylerde yaygın olarak oluşum gösterebilir.
18659,Bazı yara izleri çökük veya çukurlu bir görünüme sahip olabilir.
18660,"Bu tür bir yara izi, cildi destekleyen yapıların (örneğin yağ veya kas) hasar görmesi sonucunda ortaya çıkar."
18661,Bununla birlikte bazı ameliyatlar sonucunda sivilce izi benzeri yara izi oluşumu gözlenebilir.
18662,
18663,
18664,Bacaklarda yara izinin iyileşmesine katkı sağlayan uygulamalardan bazıları şu şekildedir: Bu tür uygulamalar bacak bölgesinde oluşan iz görünümünü iyileştirmeye katkı sağlayabilir.
18665,
18666,
18667,Bununla birlikte ev ortamında uygulanabilecek olan bazı yöntemler de eski yaraların iyileşmesine yardımcı olabilir.
18668,Bu yöntemlerden bazıları şu şekildedir:  Uygulanacak olan bazı yöntemler yara izi oluşumunu önleyebilir.
18669,Bu yöntemlerden bazıları şu şekildedir: Bu tür uygulamalar yara izi oluşmasını önlemeye yardımcı olabilir.
18670,
18671,"Bağ dokusu, vücutta birçok işlevin yerine getirilmesinden sorumlu bir yapıdır ve buradaki bozukluk vücudun dengesiz büyümesine ve çeşitli organ hasarlarına sebep olabilir."
18672,İçindekilerMarfan Sendromu Nedir?Marfan Sendromu Belirtileri Nelerdir?Marfan Sendromu NedenleriMarfan Sendromu Risk FaktörleriMarfan Sendromu Komplikasyonları Nelerdir?Marfan Sendromu Nasıl Teşhis Edilir?Marfan Sendromu Tedavisi Nasıl Olur?Marfan Sendromunda Dikkat Edilmesi Gerekenler  Marfan Sendromu Nedir?
18673,
18674,
18675,
18676,Marfan Sendromu Belirtileri Nelerdir?
18677,"Marfan sendromunu belirtileri uzun uzuvlar, uzun boy ve zayıf bir bedenle karakterize olsa da, vücutta birçok farklı yeri etkileyebilir ve ortaya çıkan belirtiler de kişiden kişiye değişebilir."
18678,"Marfan sendromunun genel olarak görülen belirtilerinden bazıları aşağıdaki gibidir:  Anormal derecede uzun boy ve ince vücut yapısı Orantısız uzunluktaki kol ve bacaklar Normalden daha uzun ve yamuk el ayak parmakları Uzun, dar bir yüz ve küçük çene yapısı İçe çökük veya dışa çıkıntılı bir göğüs kafesi Kavisli veya kamburumsu omurga şekli Çukur göz yapısı Yumuşak, gevşek kaslar ve eklemler Yüksek kemerli bir damak yapısı Kalabalık ve çarpışık dişler İleri derecede miyopluk Düz tabanlık  Marfan sendromu belirtileri aynı aile üyeleri arasında bile farklılık gösterebilir."
18679,Bazı kişilerde hiçbir belirti olmazken bazı kişilerde yaşamı tehdit edebilecek ciddi boyutta olabilir.
18680,
18681,Marfan sendromunun temel nedeni ise bu duruma sahip bir anne baba varlığıdır.
18682,"FBN1 (fibrillin-1) genindeki bir mutasyon sonucu oluşan bu durum, gen aktarımı ile çocuğa geçebilir."
18683,Ancak bazı kişilerde çok nadir durumlarda yeni bir gen mutasyonu nedeniyle de görülebilir.
18684,"Marfan Sendromu Risk Faktörleri Marfan sendromunun en önemli risk faktörü, ebeveynlerden birinin marfan sendromlu olmasıdır."
18685,"Anne veya babanın bu duruma sahip olması, çocuğun da %50 oranında marfan sendromlu doğmasına sebep olabilir ve buna otozomal dominant geçiş denir."
18686,"Marfan sendromu ayrıca, cinsiyet, yaş ve ırk gözetmeksizin herkes için eşit şekilde görülebilir."
18687,Marfan Sendromu Komplikasyonları Nelerdir?
18688,Marfan sendromu vücutta birçok farklı yeri etkileyebileceği için ortaya çıkan komplikasyonlarda çeşitli olabilir.
18689,
18690,
18691,
18692,
18693,"Bu durumun belirtileri ise çarpıntı, nefes darlığı, göğüs ağrısı ve çabuk yorulma olabilir."
18694,Göz Marfan sendromlu kişilerde göz rahatsızlıkları yaygın olarak görülür.
18695,Bu duruma sahip çoğu kişide genellikle kısmi lens çıkıklığı sorunu bulunur.
18696,Diğer göz sorunları ise şunları içerebilir:  Miyopluk Katarakt Glokom Gözün renkli kısmının yetersiz gelişimi Retina dekolmanı  Marfan sendromu görme kaybına yol açabileceğinden düzenli olarak göz kontrollerinin yapılması önemlidir.
18697,Beyin ve Omurilik Marfan sendromunda beyin ve omuriliği çevreleyen dura zarının genişlemesine ve zayıflamasına bağlı olarak çeşitli omurga sorunları ortaya çıkabilir.
18698,"Bu durumda skolyoz (omurga eğriliği) ile kifoz (kamburluk) olarak adlandırılan rahatsızlar ortaya çıkabilir ve şu semptomlar gelişebilir:  Sırt ağrısı Baş ağrısı Karın ağrısı Bacak ağrısı Bacak uyuşukluğu  Beyin ve omurilik komplikasyonları ağrıya, duruş bozukluklarına ve hareket kısıklıklarına yol açabilir."
18699,Akciğer ve Göğüs Marfan sendromunda akciğer ve göğüs sorunlarına yol açarak göğüs kafesinde çökmeye veya çıkıntıya sebep olabilir.
18700,Bazı durumlarda ise akciğerin üst kısmında hava birikmesi sonucu akciğer işlevi etkilenir ve çökme yaşanabilir.
18701,Cilt Marfan sendromlu kişilerde zayıf bağ dokusu nedeniyle çeşitli cilt problemleri görülebilir.
18702,"Cilt yaralarının geç iyileşmesi, çatlak ve deri elastikiyetinin kaybı gibi sorunlar ortaya çıkabilir."
18703,"Marfan sendromu komplikasyonları birçok organı etkiler ve komplikasyonların şiddeti, seyri kişiden kişiye değişebilir."
18704,
18705,Marfan Sendromu Nasıl Teşhis Edilir?
18706,Marfan sendromu için spesifik bir test yoktur.
18707,Bu durum genellikle klinik bulgular ve bazı tanı yöntemleri ile saptanabilir.
18708,
18709,Klinik muayenede aile geçmişinde marfan sendromu olup olmadığının sorgulanması önemli bir ipucu olabilir.
18710,"Fizik muayene: Fizik muayene ile marfan sendromuna ait olabilecek uzun uzuvlar, omurga eğrilikleri, göz problemleri ve diğer fiziksel belirtiler saptanabilir."
18711,
18712,
18713,"Bunun için MR, CT ve EKG gibi tanı yöntemleri kullanılabilir."
18714,
18715,Testin pozitif çıkması halinde diğer aile üyelerinin etkilenip etkilenmediğine de bakılabilir.
18716,"Ancak marfan sendromu testi, bu durumun tanısı için yeterli değildir."
18717,
18718,
18719,Marfan Sendromu Tedavisi Nasıl Olur?
18720,
18721,
18722,
18723,Düzenli takipler ile olası komplikasyonların riski azaltılabilir ve yaşam kalitesinin yükseltilmesi sağlanabilir.
18724,
18725,"Bu durumda kaynaklanan fiziksel görünüş ve tıbbi rahatsızlar, yetişkinlerde iş, kariyer, özel hayatta sorunlara, çocuklarda ise akademik başarıda ve sosyal hayatta sorunlara yol açabilir."
18726,
18727,
18728,"Bağ dokusu, vücutta birçok işlevin yerine getirilmesinden sorumlu bir yapıdır ve buradaki bozukluk vücudun dengesiz büyümesine ve çeşitli organ hasarlarına sebep olabilir."
18729,
18730,
18731,
18732,
18733,"Marfan sendromunu belirtileri uzun uzuvlar, uzun boy ve zayıf bir bedenle karakterize olsa da, vücutta birçok farklı yeri etkileyebilir ve ortaya çıkan belirtiler de kişiden kişiye değişebilir."
18734,Marfan sendromunun genel olarak görülen belirtilerinden bazıları aşağıdaki gibidir: Marfan sendromu belirtileri aynı aile üyeleri arasında bile farklılık gösterebilir.
18735,Bazı kişilerde hiçbir belirti olmazken bazı kişilerde yaşamı tehdit edebilecek ciddi boyutta olabilir.
18736,
18737,Marfan sendromunun temel nedeni ise bu duruma sahip bir anne baba varlığıdır.
18738,"FBN1 (fibrillin-1) genindeki bir mutasyon sonucu oluşan bu durum, gen aktarımı ile çocuğa geçebilir."
18739,Ancak bazı kişilerde çok nadir durumlarda yeni bir gen mutasyonu nedeniyle de görülebilir.
18740,"Marfan sendromunun en önemli risk faktörü, ebeveynlerden birinin marfan sendromlu olmasıdır."
18741,"Anne veya babanın bu duruma sahip olması, çocuğun da %50 oranında marfan sendromlu doğmasına sebep olabilir ve buna otozomal dominant geçiş denir."
18742,"Marfan sendromu ayrıca, cinsiyet, yaş ve ırk gözetmeksizin herkes için eşit şekilde görülebilir."
18743,Marfan sendromu vücutta birçok farklı yeri etkileyebileceği için ortaya çıkan komplikasyonlarda çeşitli olabilir.
18744,
18745,
18746,
18747,
18748,"Bu durumun belirtileri ise çarpıntı, nefes darlığı, göğüs ağrısı ve çabuk yorulma olabilir."
18749,Marfan sendromlu kişilerde göz rahatsızlıkları yaygın olarak görülür.
18750,Bu duruma sahip çoğu kişide genellikle kısmi lens çıkıklığı sorunu bulunur.
18751,Diğer göz sorunları ise şunları içerebilir: Marfan sendromu görme kaybına yol açabileceğinden düzenli olarak göz kontrollerinin yapılması önemlidir.
18752,Marfan sendromunda beyin ve omuriliği çevreleyen dura zarının genişlemesine ve zayıflamasına bağlı olarak çeşitli omurga sorunları ortaya çıkabilir.
18753,"Bu durumda skolyoz (omurga eğriliği) ile kifoz (kamburluk) olarak adlandırılan rahatsızlar ortaya çıkabilir ve şu semptomlar gelişebilir: Beyin ve omurilik komplikasyonları ağrıya, duruş bozukluklarına ve hareket kısıklıklarına yol açabilir."
18754,Marfan sendromunda akciğer ve göğüs sorunlarına yol açarak göğüs kafesinde çökmeye veya çıkıntıya sebep olabilir.
18755,Bazı durumlarda ise akciğerin üst kısmında hava birikmesi sonucu akciğer işlevi etkilenir ve çökme yaşanabilir.
18756,Marfan sendromlu kişilerde zayıf bağ dokusu nedeniyle çeşitli cilt problemleri görülebilir.
18757,"Cilt yaralarının geç iyileşmesi, çatlak ve deri elastikiyetinin kaybı gibi sorunlar ortaya çıkabilir."
18758,"Marfan sendromu komplikasyonları birçok organı etkiler ve komplikasyonların şiddeti, seyri kişiden kişiye değişebilir."
18759,
18760,Marfan sendromu için spesifik bir test yoktur.
18761,Bu durum genellikle klinik bulgular ve bazı tanı yöntemleri ile saptanabilir.
18762,
18763,
18764,
18765,
18766,
18767,Düzenli takipler ile olası komplikasyonların riski azaltılabilir ve yaşam kalitesinin yükseltilmesi sağlanabilir.
18768,
18769,"Bu durumda kaynaklanan fiziksel görünüş ve tıbbi rahatsızlar, yetişkinlerde iş, kariyer, özel hayatta sorunlara, çocuklarda ise akademik başarıda ve sosyal hayatta sorunlara yol açabilir."
18770,
18771,
18772,
18773,Bununla birlikte trikotillomani sadece tüy yolmadan ibaret bir rahatsızlık değildir.
18774,İçindekilerTrikotillomani Nedir?Trikotillomani Türleri Nelerdir?Trikotillomani Sebepleri Nelerdir?Trikotillomani Belirtileri Nelerdir?Trikotillomani Nasıl Teşhis Edilir?Trikotilomani Nasıl Tedavi Edilir?Trikotillomani Riskleri Nelerdir?Trikotillomani Sıkça Sorulan Sorular  Trikotillomani Nedir?
18775,
18776,"Trikotillomani kısaca kişinin tekrarlayan biçimde saç, kaş ve kirpik başta olmak üzere vücudundaki kılları yolmasıdır."
18777,
18778,
18779,Trikotillomani Türleri Nelerdir?
18780,Trikotillomani kişinin saç yolma alışkanlığının farkında olup olmamasına bağlı olarak başlıca iki alt sınıfa ayrılır.
18781,Buna göre trikotillomani türleri şu şekildedir:  Odaklanmış saç yolma: Otomatik saç yolma sorunu bulunan kişilerde tüy koparma alışkanlığı genellikle düşüncelerle ilişkilidir.
18782,"Bir diğer ifadeyle bu kişilerde saç yolma davranışı bir duygu, düşünce veya başka bir uyaranla ilişkili olabilir."
18783,"Odaklanmış trikotillomani sorunu bulunan kişilerde saç yolma davranışı genellikle dikkati dağıtma, saç yolmadan zevk alma, rahatlama, gerginlik, stres gibi belirli duygu ve düşüncelerle bağlantılı olarak ortaya çıkar."
18784,Otomatik saç yolma: Odaklanmış saç yolma davranışının aksine otomatik saç yolmada kişi yaptığı davranışın farkında değildir.
18785,"Örneğin ders çalışırken veya televizyon izlerken kişi saç, kaş gibi vücudunda yer alan tüyleri koparabilir, tüylerini kopardığını ise ancak aynaya baktığında veya bir başkası kendisine söylediğinde fark eder."
18786,Trikotillomani Sebepleri Nelerdir?
18787,
